epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
63,11077.5,1.22747,1.19025,1.08614,0.32645,0.24454,0.21019,0.14804,1.14639,1.46161,1.08358,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,11252.3,1.22187,1.1693,1.0793,0.36365,0.22572,0.20434,0.14456,1.14881,1.46612,1.08443,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,11427,1.23543,1.17361,1.0824,0.36291,0.20867,0.19566,0.13806,1.14925,1.47164,1.08473,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,11601.8,1.22976,1.16599,1.08339,0.38201,0.21357,0.19792,0.14021,1.14591,1.46818,1.08334,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,11777.1,1.22219,1.17089,1.08468,0.3441,0.24051,0.20149,0.14141,1.14811,1.47178,1.08586,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,11952.1,1.21395,1.15476,1.07615,0.31592,0.22637,0.19451,0.13661,1.14612,1.47416,1.08343,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,12126.2,1.21602,1.14795,1.07966,0.36294,0.21148,0.19033,0.13403,1.14216,1.48363,1.0809,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,12301.1,1.21894,1.13311,1.07576,0.36956,0.21454,0.20036,0.14145,1.14102,1.47272,1.08027,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,12475.9,1.22129,1.13052,1.0781,0.3255,0.22829,0.2024,0.14284,1.14322,1.47636,1.08198,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,12650.1,1.20534,1.13928,1.07558,0.39396,0.22457,0.19695,0.13948,1.14121,1.48063,1.08261,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,12825.1,1.21204,1.1169,1.07441,0.32802,0.22304,0.19424,0.13865,1.13946,1.47822,1.08175,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,13000.2,1.20696,1.1169,1.07259,0.33136,0.23149,0.20466,0.14666,1.13988,1.46509,1.08083,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,13174.6,1.20047,1.11792,1.07357,0.32403,0.23876,0.20204,0.14329,1.13788,1.48255,1.0798,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,13349.4,1.19594,1.09577,1.06809,0.32371,0.22987,0.19757,0.13969,1.13612,1.47887,1.07825,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,13523.7,1.19061,1.1001,1.06763,0.35449,0.23423,0.20112,0.14242,1.13697,1.48143,1.07848,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,13698.5,1.19807,1.09553,1.06712,0.31458,0.23694,0.20422,0.146,1.1354,1.47435,1.07906,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,13873.4,1.20812,1.09757,1.07179,0.30618,0.23575,0.20146,0.14266,1.13633,1.48473,1.07874,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,14048.3,1.19511,1.07985,1.06653,0.30524,0.23809,0.19887,0.14193,1.13555,1.488,1.07801,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,14222.7,1.18787,1.08238,1.06301,0.28291,0.24186,0.20001,0.14217,1.13629,1.48591,1.07957,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,14397.4,1.19809,1.09048,1.06945,0.31622,0.24309,0.20577,0.14636,1.13975,1.47311,1.08163,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,14572.7,1.20188,1.07244,1.06286,0.30889,0.25577,0.2078,0.14782,1.13702,1.47546,1.08026,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,14747.4,1.1997,1.07099,1.06893,0.36897,0.23499,0.20631,0.14703,1.13242,1.47783,1.07892,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,14921.8,1.18565,1.06045,1.06252,0.34169,0.23155,0.20338,0.14451,1.13287,1.48344,1.07932,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,15096.1,1.1817,1.06506,1.06548,0.36702,0.23441,0.19945,0.14179,1.13263,1.48018,1.07984,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,15271,1.18056,1.05095,1.06188,0.36122,0.2345,0.19996,0.14232,1.13399,1.47648,1.0799,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,15445.8,1.19492,1.0579,1.06236,0.38867,0.21938,0.19753,0.13949,1.13372,1.47933,1.07844,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,15620.4,1.19503,1.05811,1.06628,0.35524,0.22091,0.19861,0.1399,1.13162,1.47272,1.07758,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,15795.4,1.18253,1.03595,1.05726,0.3758,0.22698,0.20066,0.14221,1.13077,1.46879,1.07693,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,15970.1,1.17941,1.0474,1.06085,0.36851,0.22891,0.20071,0.14224,1.12726,1.47073,1.07479,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,16143.9,1.16741,1.04296,1.06364,0.42641,0.23758,0.20835,0.14796,1.128,1.46483,1.07531,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,16318.1,1.17384,1.03786,1.05878,0.427,0.2366,0.20838,0.14698,1.12984,1.46682,1.0775,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,16492.3,1.17485,1.02752,1.05739,0.36756,0.23415,0.21105,0.1496,1.12991,1.46365,1.07836,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,16667.3,1.18033,1.02213,1.05713,0.37135,0.22179,0.20967,0.14847,1.12919,1.46605,1.07766,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,16842.3,1.17783,1.03127,1.05831,0.34685,0.23389,0.2073,0.14581,1.12817,1.46809,1.07692,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,17017.4,1.17348,1.007,1.05339,0.36165,0.22404,0.2062,0.1452,1.12854,1.47039,1.07664,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,17191.7,1.17342,1.01958,1.05527,0.32924,0.23681,0.20534,0.14455,1.12884,1.46857,1.0771,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,17366.3,1.17676,1.0184,1.05549,0.34757,0.2358,0.20492,0.14457,1.12814,1.468,1.07666,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,17541,1.17422,1.01321,1.05456,0.37704,0.23079,0.20663,0.14624,1.12884,1.47187,1.0768,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,17715.8,1.17875,1.00571,1.05278,0.33733,0.23894,0.20547,0.14604,1.12725,1.47176,1.076,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,17890.3,1.16963,0.99811,1.05398,0.37162,0.22957,0.20651,0.14675,1.12571,1.46997,1.07564,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,18064.9,1.17186,0.99529,1.0529,0.38771,0.23214,0.20689,0.14706,1.12722,1.47662,1.07653,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,18238.9,1.1655,0.99659,1.05267,0.38257,0.2325,0.20634,0.14673,1.12726,1.47502,1.07675,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,18414.1,1.16617,0.98517,1.04897,0.40307,0.22809,0.20593,0.14671,1.12832,1.47739,1.07814,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,18589.3,1.17285,0.98246,1.05045,0.37717,0.22853,0.20508,0.14596,1.12763,1.47729,1.07829,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,18763.9,1.15518,0.97341,1.04588,0.34252,0.23082,0.20464,0.14578,1.12746,1.47583,1.07779,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,18938.5,1.15757,0.9872,1.04908,0.36196,0.23075,0.20531,0.14588,1.1266,1.47387,1.07691,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,19113,1.15758,0.9773,1.04736,0.38034,0.22457,0.20442,0.14568,1.12704,1.47825,1.07679,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,19287.8,1.15992,0.97577,1.0448,0.37441,0.22802,0.20418,0.14517,1.12604,1.47799,1.07597,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,19462.3,1.15924,0.96968,1.04458,0.39175,0.22565,0.20383,0.14477,1.1264,1.47665,1.07557,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,19636.9,1.1575,0.96773,1.04772,0.37829,0.22016,0.20259,0.14385,1.12601,1.47797,1.0754,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,19811.3,1.15497,0.96663,1.04459,0.38023,0.22254,0.20374,0.14448,1.1264,1.47672,1.07549,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,19985.1,1.14964,0.97216,1.04964,0.36108,0.23523,0.20384,0.14481,1.12687,1.47839,1.07675,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,20159.2,1.14114,0.95246,1.0444,0.39869,0.22683,0.2048,0.14535,1.12604,1.47969,1.07689,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,20334.1,1.14399,0.94873,1.03791,0.38328,0.22792,0.20391,0.14498,1.12541,1.48143,1.07656,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,20509.2,1.14612,0.94548,1.03776,0.38463,0.22549,0.20413,0.14555,1.12495,1.48345,1.07661,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,20684.1,1.14615,0.94205,1.04238,0.38536,0.22472,0.20411,0.14534,1.12483,1.48362,1.07643,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,20858.8,1.15677,0.95782,1.04431,0.38487,0.2251,0.20405,0.1454,1.12441,1.48242,1.07607,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,21033.6,1.14982,0.95363,1.04205,0.39032,0.22396,0.20346,0.14523,1.12368,1.48456,1.07574,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,21208.7,1.16033,0.96388,1.04136,0.36415,0.22957,0.20355,0.14543,1.12338,1.48604,1.07528,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,21382.9,1.12579,0.92312,1.03728,0.37032,0.22618,0.20556,0.14657,1.12449,1.48773,1.07564,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,21557.1,1.14499,0.94226,1.03983,0.37262,0.22457,0.20541,0.14631,1.12487,1.48907,1.076,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,21731.3,1.14312,0.93813,1.04329,0.37312,0.22371,0.20555,0.14663,1.12452,1.4894,1.07568,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,21905.9,1.14424,0.93423,1.03677,0.39992,0.22838,0.20518,0.14632,1.12496,1.49119,1.07599,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,22080.3,1.13522,0.93144,1.03735,0.40322,0.22905,0.20465,0.14599,1.12498,1.49273,1.0761,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,22254.7,1.13934,0.9217,1.03547,0.40283,0.22776,0.20345,0.14526,1.12477,1.49317,1.07626,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,22429.1,1.12748,0.91007,1.03509,0.40055,0.22466,0.20296,0.14511,1.12508,1.49412,1.07668,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,22603.7,1.13505,0.9198,1.03499,0.40174,0.22286,0.20315,0.1455,1.12511,1.49693,1.0765,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,22778.2,1.13849,0.92392,1.03653,0.38991,0.22142,0.20162,0.14429,1.12494,1.49973,1.07628,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,22952.4,1.13734,0.90932,1.03342,0.38579,0.22414,0.20112,0.14393,1.12492,1.50038,1.07658,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,23126.9,1.1319,0.91032,1.03358,0.36839,0.22353,0.2013,0.14405,1.12514,1.50112,1.07684,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,23301.1,1.12794,0.91291,1.0331,0.3689,0.2253,0.20185,0.14439,1.12554,1.50152,1.07696,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,23475.8,1.14015,0.92925,1.03507,0.36533,0.22535,0.20221,0.14477,1.12552,1.50192,1.07733,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,23650.8,1.13938,0.90584,1.03278,0.36294,0.22921,0.20286,0.14515,1.12552,1.50144,1.07758,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,23825.7,1.13551,0.90618,1.03236,0.36165,0.23211,0.20313,0.14527,1.12596,1.5019,1.07777,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,24000.1,1.12392,0.9065,1.03171,0.36311,0.23215,0.20336,0.14544,1.12616,1.50094,1.07808,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,24174.5,1.11879,0.89878,1.02886,0.36375,0.23591,0.20356,0.14559,1.1259,1.5001,1.078,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,24349.1,1.13016,0.89766,1.03147,0.34464,0.23563,0.20414,0.14582,1.12571,1.50023,1.07787,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,24523.9,1.12635,0.89478,1.03005,0.34387,0.23559,0.20453,0.14634,1.1257,1.49968,1.07798,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,24698.1,1.12585,0.89377,1.03243,0.34498,0.23538,0.20489,0.14641,1.12574,1.49938,1.07816,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
